"key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull"
"976,H,1971-1975,Employe,17-18,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20-50 "
"977,F,1981-1985,Employe,31-40,Non,6-10,1/mois,3-4 h ,PJ,Non,Oui,1,2 ou 3,20-50 "
"978,H,1981-1985,Cadre +,11-12,Non,21+,3/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 "
"979,H,1976-1980,Employe,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,31-50,100-200 "
"980,H,1976-1980,Cadre +,10,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,200-500 "
"981,H,1971-1975,Profession intermediaire,13-14,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 "
"982,H,1976-1980,Etudiant,17-18,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,11-15,20 "
"984,H,1976-1980,En recherche d'emploi,13-14,Oui,6-10,2/mois,5-6 h ,Les 2,Non,Oui,2-5,51+,50-100 "
"985,H,1971-1975,En recherche d'emploi,13-14,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 "
"986,H,1976-1980,En recherche d'emploi,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"987,H,1991-1995,Employe,17-18,Non,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,4-6,50-100 "
"988,H,1976-1980,Cadre +,13-14,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,51+,50-100 "
"989,H,1981-1985,Cadre +,15-16,Non,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,11-15,50-100 "
"990,H,1986-1990,Cadre +,13-14,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,50-100 "
"991,H,1971-1975,Je ne souhaite pas repondre,15-16,Non,21+,Je ne joue plus vraiment,5-6 h ,MJ,Non,Oui,16+,51+,200-500 "
"992,H,1991-1995,Etudiant,17-18,Oui,21+,1/semaine,7 h +,Les 2,Non,Oui,2-5,4-6,20 "
"993,H,1971-1975,Cadre +,15-16,Oui,21+,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,2-5,7-10,20 "
"994,H,1991-1995,Etudiant,10,Non,2-5,Je ne joue plus vraiment,7 h +,Les 2,Non,Non,0,0,0"
"995,H,1986-1990,Cadre +,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,11-15,100-200 "
"997,H,1991-1995,Etudiant,13-14,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,11-15,50-100 "
"998,H,1981-1985,Profession intermediaire,13-14,Non,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,16-20,50-100 "
"999,H,1986-1990,Employe,17-18,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,2-5,16-20,100-200 "
"1000,H,1966-1970,Cadre +,19-20,Oui,6-10,1/semaine,3-4 h ,PJ,Non,Non,0,0,0"
"1001,H,1981-1985,Ouvrier,15-16,Non,2-5,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,1,4-6,20 "
"1002,F,1966-1970,Profession intermediaire,19-20,Oui,21+,1/mois,5-6 h ,PJ,Oui,Oui,2-5,16-20,20-50 "
"1003,H,1971-1975,Cadre +,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ "
"1004,H,1976-1980,Employe,10,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,31-50,20 "
"1005,H,1976-1980,Cadre +,11-12,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"1006,H,1971-1975,Cadre +,15-16,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 "
"1007,H,1966-1970,Employe,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"1009,H,1976-1980,Travailleur independant,13-14,Oui,11-20,Je ne joue plus vraiment,Le week end,Les 2,Oui,Oui,2-5,11-15,20 "
"1010,H,1991-1995,Etudiant,17-18,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,21-30,100-200 "
"1011,H,1981-1985,Profession intermediaire,17-18,Non,6-10,1/mois,3-4 h ,MJ,Oui,Oui,6-10,7-10,50-100 "
"1012,H,1971-1975,Travailleur independant,10,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"1013,H,1981-1985,Cadre +,21-22,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20 "
"1014,H,1976-1980,Cadre +,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"1016,H,1971-1975,Travailleur independant,13-14,Oui,21+,3/an,3-4 h ,Les 2,Non,Oui,16+,31-50,20 "
"1017,H,1976-1980,Cadre +,15-16,Oui,6-10,3/an,5-6 h ,Les 2,Non,Oui,6-10,51+,500+ "
"1018,H,1971-1975,Profession intermediaire,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"1020,H,1966-1970,Cadre +,15-16,Oui,21+,3/an,3-4 h ,Les 2,Non,Oui,16+,51+,500+ "
"1021,H,1981-1985,Travailleur independant,21-22,Oui,11-20,3/an,3-4 h ,Les 2,Non,Oui,1,1,20 "
"1022,H,1991-1995,Employe,10,Non,2-5,1/semaine,5-6 h ,PJ,Oui,Oui,2-5,4-6,100-200 "
"1023,F,1981-1985,Cadre +,17-18,Non,2-5,3/an,7 h +,PJ,Oui,Oui,2-5,2 ou 3,20 "
"1024,H,1991-1995,Etudiant,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,16-20,200-500 "
"1025,F,1996-2000,Etudiant,15-16,Oui,2-5,2/mois,5-6 h ,PJ,Oui,Non,0,0,0"
"1026,H,1976-1980,Cadre +,11-12,Non,11-20,1/mois,5-6 h ,MJ,Oui,Oui,6-10,51+,500+ "
"1027,H,1971-1975,Cadre +,11-12,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 "
"1028,H,1986-1990,Cadre +,15-16,Oui,2-5,3/an,3-4 h ,Les 2,Non,Oui,2-5,2 ou 3,20-50 "
"1029,F,1986-1990,Travailleur independant,13-14,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,50-100 "
"1030,H,1976-1980,Cadre +,10,Oui,6-10,1/mois,5-6 h ,PJ,Oui,Oui,2-5,7-10,50-100 "
"1032,H,1976-1980,Employe,19-20,Non,11-20,1/mois,7 h +,Les 2,Non,Oui,2-5,16-20,50-100 "
"1034,H,1966-1970,Employe,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,6-10,51+,20-50 "
"1035,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"1036,H,1966-1970,Travailleur independant,15-16,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,51+,100-200 "
"1037,H,1976-1980,Profession intermediaire,17-18,Non,2-5,1/an,7 h +,Les 2,Oui,Oui,2-5,4-6,20-50 "
"1038,H,1966-1970,Employe,17-18,Non,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,16+,51+,50-100 "
"1039,H,1971-1975,Cadre +,13-14,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,51+,200-500 "
"1040,H,1991-1995,Etudiant,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,16-20,100-200 "
"1041,H,1971-1975,Travailleur independant,13-14,Oui,21+,2/mois,5-6 h ,MJ,Non,Oui,16+,51+,200-500 "
"1042,H,1986-1990,Cadre +,25-30,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,100-200 "
"1043,H,1981-1985,Ouvrier,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Non,Oui,6-10,21-30,100-200 "
"1044,F,2001 ou apres,Employe,19-20,Oui,2-5,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,4-6,50-100 "
"1046,H,1991-1995,Etudiant,15-16,Oui,11-20,3/an,7 h +,Les 2,Non,Oui,1,1,20 "
"1048,H,1991-1995,En recherche d'emploi,15-16,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,2-5,16-20,50-100 "
"1051,H,1966-1970,Ouvrier,17-18,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 "
"1052,H,1976-1980,Travailleur independant,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,100-200 "
"1053,H,1971-1975,Employe,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 "
"1054,H,1981-1985,Employe,19-20,Oui,2-5,1/an,5-6 h ,Les 2,Non,Oui,2-5,2 ou 3,20 "
"1056,H,1981-1985,Employe,15-16,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,16-20,200-500 "
"1058,H,1971-1975,Cadre +,11-12,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,11-15,31-50,20 "
"1059,H,1971-1975,Cadre +,15-16,Non,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 "
"1060,H,1976-1980,Cadre +,17-18,Oui,11-20,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,6-10,51+,50-100 "
"1061,H,1966-1970,Cadre +,15-16,Non,21+,3/an,7 h +,MJ,Oui,Oui,16+,51+,100-200 "
"1062,H,1961-1965,Cadre +,15-16,Oui,6-10,1/mois,7 h +,Les 2,Oui,Oui,6-10,16-20,100-200 "
"1065,F,1986-1990,Etudiant,13-14,Oui,6-10,1/semaine,7 h +,PJ,Oui,Oui,1,2 ou 3,20 "
"1066,F,1991-1995,Etudiant,17-18,Non,2-5,2/mois,1-2 h ,PJ,Oui,Non,0,0,0"
"1067,H,1971-1975,Ouvrier,13-14,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,16+,51+,20-50 "
"1068,H,1986-1990,Cadre +,13-14,Oui,2-5,1/an,3-4 h ,PJ,Non,Non,0,0,0"
"1069,H,1976-1980,Cadre +,11-12,Non,21+,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,51+,100-200 "
"1072,H,1976-1980,Employe,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,11-15,20-50 "
"1075,F,1996-2000,Etudiant,15-16,Oui,6-10,1/mois,Le week end,PJ,Non,Non,0,0,0"
"1076,H,1971-1975,Profession intermediaire,13-14,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,21-30,20 "
"1077,H,1961-1965,Travailleur independant,17-18,Oui,11-20,1/an,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 "
"1078,H,1971-1975,Cadre +,10,Oui,21+,1/semaine,5-6 h ,PJ,Oui,Oui,2-5,4-6,50-100 "
"1079,H,1976-1980,Cadre +,10,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,2 ou 3,20 "
"1081,H,1976-1980,Cadre +,15-16,Oui,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,6-10,51+,20-50 "
"1083,H,1976-1980,Employe,19-20,Oui,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,2-5,7-10,20-50 "
"1084,H,1976-1980,Employe,10,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"1085,F,1971-1975,Employe,19-20,Oui,6-10,Je ne joue plus vraiment,3-4 h ,PJ,Non,Non,0,0,0"
"1086,H,1971-1975,Profession intermediaire,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"1087,H,1981-1985,Employe,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,50-100 "
"1089,H,1976-1980,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,PJ,Oui,Oui,11-15,51+,50-100 "
"1091,H,1986-1990,Etudiant,15-16,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Non,0,0,0"
"1093,H,1981-1985,Profession intermediaire,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,20 "
"1094,H,1986-1990,Cadre +,15-16,Non,6-10,1/an,5-6 h ,Les 2,Non,Oui,2-5,31-50,50-100 "
"1097,H,1981-1985,Cadre +,19-20,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,31-50,50-100 "
"1100,F,1981-1985,Travailleur independant,25-30,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,21-30,200-500 "
"1101,H,1981-1985,Cadre +,10,Non,6-10,1/semaine,3-4 h ,PJ,Non,Non,0,0,0"
"1102,F,1971-1975,Cadre +,17-18,Non,6-10,3/an,5-6 h ,PJ,Non,Oui,2-5,4-6,50-100 "
"1103,H,1971-1975,En recherche d'emploi,15-16,Oui,2-5,1/an,5-6 h ,MJ,Oui,Oui,1,7-10,20 "
"1105,F,1986-1990,Etudiant,21-22,Oui,2-5,1/semaine,3-4 h ,PJ,Oui,Oui,1,1,20 "
"1106,H,1976-1980,Cadre +,15-16,Non,6-10,3/an,5-6 h ,MJ,Non,Oui,2-5,21-30,20 "
"1107,H,1971-1975,Employe,13-14,Oui,21+,3/an,3-4 h ,Les 2,Oui,Oui,16+,31-50,100-200 "
"1108,H,1971-1975,Travailleur independant,13-14,Non,11-20,3/an,5-6 h ,MJ,Non,Oui,16+,51+,20-50 "
"1109,H,1976-1980,Employe,13-14,Non,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"1110,H,1986-1990,Employe,11-12,Oui,11-20,2/mois,3-4 h ,PJ,Non,Non,0,0,0"
"1112,H,1976-1980,Cadre +,11-12,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,1,7-10,20 "
"1113,H,1976-1980,Cadre +,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 "
"1115,H,1976-1980,Ouvrier,10,Oui,21+,1/mois,7 h +,Les 2,Non,Oui,2-5,21-30,20-50 "
"1116,H,1981-1985,Employe,19-20,Non,6-10,3/an,5-6 h ,Les 2,Oui,Oui,6-10,21-30,50-100 "
"1119,H,1981-1985,Profession intermediaire,15-16,Oui,6-10,3/an,5-6 h ,Les 2,Oui,Oui,6-10,21-30,50-100 "
"1120,H,1981-1985,Profession intermediaire,13-14,Non,2-5,2/mois,3-4 h ,Les 2,Non,Non,0,0,0"
"1122,H,1966-1970,Cadre +,15-16,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,16+,31-50,50-100 "
"1124,H,1971-1975,Travailleur independant,15-16,Oui,6-10,1/mois,5-6 h ,MJ,Oui,Oui,16+,51+,500+ "
"1126,H,1971-1975,Travailleur independant,11-12,Non,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,7-10,20 "
"1127,H,1966-1970,Employe,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,51+,200-500 "
"1128,H,1966-1970,Profession intermediaire,11-12,Oui,21+,3/an,Le week end,Les 2,Oui,Oui,16+,51+,200-500 "
"1129,F,1996-2000,Etudiant,15-16,Oui,11-20,1/mois,5-6 h ,PJ,Oui,Oui,1,1,20 "
"1130,H,1976-1980,Employe,19-20,Non,6-10,1/semaine,5-6 h ,PJ,Non,Oui,2-5,4-6,20 "
"1131,H,1991-1995,Travailleur independant,10,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,1,2 ou 3,50-100 "
"1132,H,1981-1985,En recherche d'emploi,15-16,Non,2-5,3/an,5-6 h ,MJ,Non,Oui,2-5,11-15,20-50 "
"1134,H,1986-1990,En recherche d'emploi,19-20,Oui,2-5,1/semaine,5-6 h ,Les 2,Non,Non,0,0,0"
"1135,H,1971-1975,Employe,11-12,Oui,21+,1/an,7 h +,Les 2,Oui,Oui,16+,51+,200-500 "
"1136,H,1976-1980,Cadre +,11-12,Non,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 "
"1137,H,1986-1990,Employe,13-14,Oui,6-10,3/an,5-6 h ,PJ,Non,Oui,2-5,7-10,20-50 "
"1139,H,1981-1985,Cadre +,11-12,Non,6-10,1/an,5-6 h ,Les 2,Non,Oui,2-5,31-50,20 "
"1140,H,1971-1975,Employe,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"1142,H,1976-1980,Cadre +,13-14,Oui,21+,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,6-10,51+,20 "
"1143,H,1976-1980,Cadre +,10,Non,6-10,Je ne joue plus vraiment,3-4 h ,PJ,Non,Oui,2-5,7-10,20 "
"1146,H,1971-1975,En recherche d'emploi,17-18,Oui,21+,1/semaine,3-4 h ,Les 2,Non,Oui,11-15,51+,200-500 "
"1147,H,1971-1975,Profession intermediaire,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,11-15,51+,100-200 "
"1148,H,1971-1975,Cadre +,15-16,Oui,11-20,2/mois,3-4 h ,Les 2,Non,Oui,6-10,51+,200-500 "
"1150,H,1971-1975,Cadre +,13-14,Oui,11-20,1/an,7 h +,Les 2,Non,Oui,6-10,21-30,20 "
"1151,H,1981-1985,Employe,11-12,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,2-5,21-30,20-50 "
"1152,H,1971-1975,Cadre +,11-12,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,6-10,51+,100-200 "
"1153,F,1986-1990,Profession intermediaire,23-24,Non,2-5,1/mois,3-4 h ,PJ,Non,Non,0,0,0"
"1154,H,1976-1980,Profession intermediaire,21-22,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,4-6,50-100 "
"1155,H,1986-1990,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,PJ,Oui,Oui,2-5,11-15,20 "
"1156,H,1986-1990,En recherche d'emploi,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,20 "
"1157,H,1981-1985,En recherche d'emploi,19-20,Non,21+,3/an,7 h +,Les 2,Non,Oui,2-5,4-6,20 "
"1158,F,1976-1980,Travailleur independant,10,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,100-200 "
"1159,H,1971-1975,Ouvrier,17-18,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,500+ "
"1160,H,1991-1995,Etudiant,15-16,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,2-5,7-10,100-200 "
"1161,F,1986-1990,En recherche d'emploi,17-18,Oui,6-10,1/semaine,3-4 h ,PJ,Oui,Non,0,0,0"
"1163,F,1981-1985,Cadre +,19-20,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"1166,H,1981-1985,Employe,17-18,Non,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"1167,H,1976-1980,Cadre +,15-16,Non,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Non,Oui,2-5,4-6,20 "
"1168,H,1981-1985,Je ne souhaite pas repondre,13-14,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,100-200 "
"1169,H,1976-1980,Cadre +,13-14,Non,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,31-50,50-100 "
"1170,H,1971-1975,Cadre +,11-12,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ "
"1171,H,1986-1990,Employe,17-18,Oui,11-20,2/mois,3-4 h ,PJ,Oui,Oui,11-15,11-15,200-500 "
"1172,F,1976-1980,Travailleur independant,19-20,Non,2-5,2/mois,3-4 h ,PJ,Non,Non,0,0,0"
"1173,H,1971-1975,Employe,13-14,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,20-50 "
"1174,H,1976-1980,Cadre +,15-16,Oui,11-20,2/mois,5-6 h ,PJ,Non,Oui,2-5,4-6,20-50 "
"1175,H,1981-1985,Profession intermediaire,13-14,Non,6-10,1/an,5-6 h ,MJ,Non,Oui,6-10,21-30,100-200 "
"1176,H,1976-1980,Employe,15-16,Oui,6-10,3/an,5-6 h ,PJ,Oui,Non,0,0,0"
"1177,H,1986-1990,En recherche d'emploi,10,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,100-200 "
"1179,H,1971-1975,Cadre +,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"1180,H,1986-1990,Cadre +,13-14,Non,11-20,3/an,5-6 h ,Les 2,Non,Oui,1,2 ou 3,20 "
"1181,H,1981-1985,Profession intermediaire,15-16,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,2-5,51+,200-500 "
"1182,F,1996-2000,Etudiant,17-18,Oui,2-5,1/semaine,5-6 h ,PJ,Oui,Oui,1,1,20 "
"1184,H,1976-1980,Cadre +,11-12,Oui,21+,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 "
"1187,F,1991-1995,Etudiant,19-20,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,4-6,100-200 "
"1188,H,1971-1975,Cadre +,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 "
"1191,H,1976-1980,Employe,17-18,Non,6-10,1/mois,3-4 h ,PJ,Non,Oui,2-5,2 ou 3,50-100 "
"1194,H,1981-1985,Employe,15-16,Non,6-10,3/an,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 "
"1195,H,1976-1980,Travailleur independant,11-12,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,11-15,31-50,100-200 "
"1197,H,1986-1990,Cadre +,21-22,Oui,11-20,1/semaine,5-6 h ,MJ,Oui,Oui,6-10,21-30,100-200 "
"1198,H,1976-1980,Cadre +,13-14,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 "
"1199,H,1976-1980,Cadre +,17-18,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,6-10,31-50,100-200 "
"1201,F,1991-1995,Etudiant,15-16,Oui,11-20,3/an,7 h +,PJ,Oui,Oui,2-5,2 ou 3,20 "
"1203,H,1971-1975,Je ne souhaite pas repondre,13-14,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ "
"1204,H,1986-1990,Etudiant,11-12,Non,11-20,3/an,5-6 h ,Les 2,Oui,Oui,6-10,16-20,20 "
"1205,H,1971-1975,Cadre +,10,Oui,21+,1/semaine,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 "
"1206,H,1986-1990,Etudiant,15-16,Oui,2-5,1/an,5-6 h ,Les 2,Oui,Oui,1,2 ou 3,20 "
"1207,F,1961-1965,Sans activite,19-20,Oui,21+,1/semaine,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 "
"1208,H,1971-1975,Cadre +,11-12,Oui,11-20,3/an,5-6 h ,MJ,Non,Oui,11-15,51+,200-500 "
"1211,H,1986-1990,Profession intermediaire,19-20,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,1,7-10,20 "
"1212,F,1986-1990,En recherche d'emploi,15-16,Non,11-20,1/semaine,3-4 h ,Les 2,Non,Oui,11-15,2 ou 3,50-100 "
"1214,H,1971-1975,Cadre +,11-12,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,16+,51+,500+ "
"1215,H,1961-1965,Employe,15-16,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 "
"1216,H,1971-1975,Employe,17-18,Non,21+,1/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ "
"1217,H,1981-1985,Je ne souhaite pas repondre,15-16,Non,11-20,3/an,7 h +,Les 2,Non,Oui,2-5,7-10,20 "
"1219,H,1971-1975,En recherche d'emploi,10,Non,21+,1/mois,7 h +,Les 2,Non,Oui,11-15,51+,500+ "
"1220,H,1966-1970,Sans activite,25-30,Non,11-20,1/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,20-50 "
"1221,H,1971-1975,Employe,13-14,Oui,11-20,1/semaine,7 h +,Les 2,Oui,Oui,2-5,21-30,20-50 "
"1222,F,1981-1985,Employe,19-20,Oui,6-10,1/semaine,3-4 h ,PJ,Oui,Oui,2-5,4-6,20-50 "
"1223,F,1986-1990,En recherche d'emploi,17-18,Oui,6-10,1/mois,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,20 "
"1224,H,1991-1995,Etudiant,11-12,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 "
"1226,H,1986-1990,Etudiant,17-18,Oui,6-10,1/semaine,7 h +,Les 2,Oui,Oui,1,2 ou 3,20 "
"1228,H,1991-1995,Etudiant,13-14,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20-50 "
"1230,H,1986-1990,Employe,15-16,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,6-10,7-10,20 "
"1231,H,1971-1975,Travailleur independant,11-12,Non,11-20,1/mois,7 h +,MJ,Oui,Oui,6-10,51+,100-200 "
"1232,H,1981-1985,Employe,13-14,Non,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,51+,100-200 "
"1233,H,1971-1975,Employe,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,20-50 "
"1234,H,1976-1980,Cadre +,11-12,Oui,2-5,Je ne joue plus vraiment,3-4 h ,PJ,Non,Oui,1,2 ou 3,20 "
"1235,H,1976-1980,Employe,17-18,Non,11-20,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 "
"1236,H,1961-1965,Profession intermediaire,19-20,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ "
"1237,H,1971-1975,Profession intermediaire,10,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 "
"1238,H,1986-1990,Travailleur independant,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,11-15,50-100 "
"1240,H,1981-1985,Cadre +,11-12,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,7-10,20 "
"1241,H,1991-1995,Etudiant,21-22,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Non,0,0,0"
"1244,F,1971-1975,Cadre +,11-12,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,11-15,21-30,200-500 "
"1245,H,1976-1980,Je ne souhaite pas repondre,13-14,Oui,21+,2/mois,7 h +,Les 2,Non,Oui,2-5,11-15,200-500 "
"1246,H,1966-1970,Cadre +,11-12,Oui,11-20,1/mois,5-6 h ,MJ,Non,Oui,6-10,51+,20 "
"1247,H,1986-1990,Travailleur independant,15-16,Oui,2-5,3/an,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 "
"1248,H,1976-1980,Cadre +,11-12,Oui,6-10,1/an,3-4 h ,Les 2,Non,Oui,2-5,4-6,20 "
"1249,H,1966-1970,Cadre +,17-18,Oui,11-20,1/mois,3-4 h ,Les 2,Oui,Oui,11-15,21-30,100-200 "
