key,Sexe,AnneeNaissance,CSP,AgeDec,ClubJDR,NbJeuJoue,FreqJeu,DureeMoyPartie,PJMJ,Conv,AchatJDR,NbUniversAchat,NbOuvrageAche,DpnsAnnull
1445,H,1971-1975,En recherche d'emploi,13-14,Oui,21+,1/an,5-6 h ,PJ,Oui,Oui,6-10,51+,50-100 
1446,H,1971-1975,Cadre +,15-16,Oui,6-10,1/an,5-6 h ,MJ,Oui,Oui,2-5,2 ou 3,20 
1447,H,1971-1975,Cadre +,10,Oui,21+,1/semaine,5-6 h ,MJ,Oui,Oui,6-10,51+,500+ 
1448,H,1971-1975,Cadre +,15-16,Oui,11-20,1/an,3-4 h ,Les 2,Oui,Oui,11-15,51+,100-200 
1450,H,1976-1980,Cadre +,11-12,Non,6-10,3/an,3-4 h ,PJ,Oui,Oui,2-5,4-6,20 
1451,H,1986-1990,Etudiant,17-18,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,11-15,31-50,100-200 
1452,F,1976-1980,Cadre +,19-20,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20 
1458,H,1976-1980,Travailleur independant,19-20,Oui,11-20,1/an,7 h +,Les 2,Oui,Oui,6-10,51+,50-100 
1461,H,1991-1995,En recherche d'emploi,13-14,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,1,4-6,50-100 
1470,F,1986-1990,Profession intermediaire,10,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
1474,H,1976-1980,Employe,19-20,Oui,11-20,1/mois,3-4 h ,MJ,Oui,Oui,11-15,51+,200-500 
1475,H,1986-1990,Cadre +,11-12,Non,6-10,1/mois,3-4 h ,Les 2,Non,Oui,2-5,16-20,50-100 
1477,H,1976-1980,Employe,17-18,Oui,11-20,1/mois,7 h +,Les 2,Oui,Oui,2-5,31-50,50-100 
1480,H,1971-1975,Cadre +,11-12,Oui,21+,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,100-200 
1481,H,1981-1985,Employe,17-18,Non,2-5,1/mois,3-4 h ,PJ,Non,Non,0,0,0
1483,H,1986-1990,Cadre +,19-20,Non,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,4-6,50-100 
1487,H,1976-1980,Cadre +,15-16,Oui,6-10,3/an,5-6 h ,Les 2,Non,Oui,2-5,11-15,20 
1488,H,1981-1985,Cadre +,13-14,Non,11-20,2/mois,3-4 h ,Les 2,Non,Oui,16+,51+,500+ 
1490,H,1971-1975,Employe,10,Non,21+,3/an,3-4 h ,Les 2,Oui,Oui,16+,51+,50-100 
1493,F,1976-1980,Je ne souhaite pas repondre,21-22,Oui,11-20,2/mois,5-6 h ,PJ,Oui,Oui,2-5,11-15,50-100 
1494,H,1986-1990,Etudiant,17-18,Non,6-10,3/an,3-4 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
1496,F,1971-1975,Cadre +,25-30,Non,21+,1/an,7 h +,Les 2,Oui,Oui,2-5,11-15,20 
1499,H,1981-1985,Cadre +,10,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,16-20,200-500 
1501,H,1976-1980,Cadre +,13-14,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,16+,21-30,20-50 
1505,H,1976-1980,Cadre +,13-14,Oui,6-10,1/mois,3-4 h ,PJ,Oui,Oui,2-5,4-6,50-100 
1506,H,1971-1975,Cadre +,13-14,Oui,21+,3/an,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 
1511,H,1961-1965,Cadre +,15-16,Oui,21+,Je ne joue plus vraiment,3-4 h ,MJ,Non,Oui,16+,51+,20 
1512,H,1986-1990,Profession intermediaire,10,Oui,11-20,2/mois,5-6 h ,PJ,Oui,Non,0,0,0
1514,H,1976-1980,Cadre +,13-14,Non,21+,3/an,7 h +,MJ,Non,Oui,16+,51+,500+ 
1515,H,1976-1980,Employe,10,Oui,21+,3/an,Le week end,Les 2,Non,Oui,16+,51+,500+ 
1518,H,1971-1975,Cadre +,13-14,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,6-10,16-20,20 
1519,H,1991-1995,Etudiant,11-12,Non,11-20,1/mois,7 h +,MJ,Oui,Oui,6-10,51+,200-500 
1520,H,1971-1975,Travailleur independant,10,Non,21+,3/an,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
1521,H,1971-1975,Cadre +,11-12,Oui,11-20,3/an,5-6 h ,MJ,Oui,Oui,16+,51+,500+ 
1524,H,1986-1990,Etudiant,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
1529,H,1976-1980,Cadre +,17-18,Oui,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,16+,21-30,50-100 
1530,H,1981-1985,Profession intermediaire,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,51+,100-200 
1533,H,1976-1980,Cadre +,15-16,Oui,11-20,2/mois,7 h +,Les 2,Oui,Oui,6-10,51+,200-500 
1534,F,1986-1990,Etudiant,13-14,Oui,11-20,1/semaine,5-6 h ,PJ,Non,Oui,1,7-10,50-100 
1536,H,1981-1985,Employe,11-12,Oui,21+,1/mois,7 h +,PJ,Non,Oui,2-5,51+,50-100 
1538,H,1971-1975,Travailleur independant,11-12,Oui,11-20,2/mois,5-6 h ,PJ,Oui,Oui,6-10,16-20,20-50 
1539,H,1991-1995,Etudiant,13-14,Non,2-5,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,2-5,11-15,20 
1540,H,1971-1975,Je ne souhaite pas repondre,10,Oui,21+,2/mois,3-4 h ,MJ,Oui,Oui,16+,51+,500+ 
1544,H,1971-1975,Employe,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 
1545,H,1971-1975,Cadre +,17-18,Non,21+,1/mois,5-6 h ,Les 2,Non,Oui,2-5,31-50,20-50 
1546,H,1986-1990,Etudiant,17-18,Non,6-10,1/an,3-4 h ,Les 2,Non,Oui,2-5,4-6,20-50 
1547,H,1971-1975,Cadre +,13-14,Non,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,51+,100-200 
1549,H,1981-1985,Employe,10,Non,11-20,1/semaine,Le week end,Les 2,Non,Oui,2-5,31-50,100-200 
1551,H,1991-1995,Etudiant,19-20,Oui,2-5,1/mois,5-6 h ,Les 2,Oui,Non,0,0,0
1552,H,1971-1975,Employe,15-16,Non,6-10,Je ne joue plus vraiment,7 h +,PJ,Non,Oui,1,1,20 
1553,H,1971-1975,Employe,15-16,Oui,21+,1/semaine,3-4 h ,MJ,Oui,Oui,16+,51+,50-100 
1554,H,1971-1975,Travailleur independant,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,100-200 
1556,F,1981-1985,Employe,19-20,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
1558,H,1981-1985,Cadre +,13-14,Oui,6-10,1/mois,5-6 h ,Les 2,Non,Oui,6-10,31-50,20-50 
1563,H,1976-1980,Profession intermediaire,11-12,Oui,21+,1/mois,3-4 h ,PJ,Non,Oui,16+,51+,50-100 
1565,H,1971-1975,Employe,13-14,Oui,11-20,3/an,5-6 h ,PJ,Non,Oui,11-15,16-20,20-50 
1566,H,1976-1980,Cadre +,10,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
1567,H,1971-1975,Employe,13-14,Oui,11-20,3/an,5-6 h ,Les 2,Non,Oui,2-5,31-50,20 
1568,H,1981-1985,Employe,11-12,Non,11-20,1/an,5-6 h ,PJ,Non,Oui,11-15,51+,20-50 
1570,H,1971-1975,Cadre +,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 
1572,F,1976-1980,Cadre +,21-22,Non,11-20,1/semaine,5-6 h ,PJ,Oui,Oui,2-5,31-50,100-200 
1573,H,1986-1990,Cadre +,10,Oui,6-10,2/mois,3-4 h ,Les 2,Non,Oui,2-5,7-10,20 
1574,H,1991-1995,Etudiant,15-16,Non,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,2-5,7-10,50-100 
1575,F,1981-1985,Employe,21-22,Oui,11-20,3/an,5-6 h ,PJ,Oui,Oui,1,1,20 
1576,F,1991-1995,Etudiant,15-16,Non,2-5,3/an,3-4 h ,PJ,Non,Non,0,0,0
1582,H,1981-1985,Cadre +,15-16,Oui,6-10,3/an,3-4 h ,Les 2,Oui,Oui,2-5,51+,20 
1583,H,1971-1975,Employe,13-14,Oui,21+,Je ne joue plus vraiment,5-6 h ,Les 2,Non,Oui,11-15,51+,20-50 
1584,H,1981-1985,Cadre +,17-18,Oui,11-20,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
1587,F,1986-1990,Employe,23-24,Oui,2-5,1/semaine,5-6 h ,PJ,Non,Non,0,0,0
1588,H,1976-1980,Cadre +,15-16,Oui,21+,1/an,5-6 h ,Les 2,Oui,Oui,16+,51+,20 
1589,H,1986-1990,Etudiant,11-12,Non,2-5,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
1592,H,1966-1970,Cadre +,15-16,Non,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,11-15,51+,200-500 
1594,F,1976-1980,Travailleur independant,19-20,Oui,6-10,2/mois,5-6 h ,PJ,Oui,Oui,2-5,2 ou 3,50-100 
1595,H,1981-1985,Cadre +,10,Oui,6-10,1/an,5-6 h ,Les 2,Non,Oui,2-5,16-20,20-50 
1596,H,1981-1985,Cadre +,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,6-10,21-30,50-100 
1597,H,1971-1975,Ouvrier,13-14,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
1601,H,1976-1980,Employe,15-16,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,20 
1602,H,1976-1980,Profession intermediaire,11-12,Oui,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,16+,51+,20 
1605,H,1971-1975,Cadre +,19-20,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
1606,F,1991-1995,Etudiant,17-18,Non,2-5,3/an,3-4 h ,Les 2,Non,Oui,2-5,2 ou 3,20-50 
1607,H,1981-1985,Cadre +,15-16,Non,6-10,1/an,5-6 h ,Les 2,Non,Oui,2-5,31-50,20 
1608,H,1986-1990,Cadre +,25-30,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
1609,F,1986-1990,Cadre +,15-16,Oui,6-10,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,51+,20 
1612,H,1981-1985,Employe,13-14,Oui,11-20,3/an,5-6 h ,Les 2,Oui,Oui,2-5,31-50,20-50 
1615,H,1971-1975,Cadre +,15-16,Oui,6-10,1/semaine,3-4 h ,MJ,Oui,Oui,2-5,31-50,20-50 
1618,H,1976-1980,Cadre +,15-16,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,6-10,16-20,20 
1622,H,1976-1980,Travailleur independant,19-20,Oui,6-10,3/an,7 h +,Les 2,Oui,Oui,2-5,16-20,20-50 
1623,H,1966-1970,Cadre +,13-14,Oui,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,6-10,51+,20 
1624,H,1971-1975,Employe,15-16,Oui,21+,2/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
1626,H,1971-1975,Travailleur independant,13-14,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,16+,51+,50-100 
1627,H,1986-1990,En recherche d'emploi,23-24,Non,2-5,1/mois,7 h +,Les 2,Non,Oui,2-5,2 ou 3,20-50 
1628,F,1991-1995,Etudiant,19-20,Non,6-10,1/mois,7 h +,Les 2,Non,Oui,1,4-6,50-100 
1631,H,1976-1980,Employe,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,21-30,50-100 
1633,H,1976-1980,Travailleur independant,13-14,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,16+,51+,20 
1634,H,1976-1980,Travailleur independant,17-18,Oui,21+,1/semaine,3-4 h ,Les 2,Non,Oui,16+,31-50,200-500 
1636,H,1986-1990,Employe,11-12,Non,21+,1/mois,7 h +,Les 2,Oui,Oui,2-5,31-50,20-50 
1640,H,1976-1980,Cadre +,13-14,Oui,21+,3/an,7 h +,PJ,Oui,Oui,2-5,11-15,20 
1641,F,1971-1975,Cadre +,10,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Non,Oui,1,2 ou 3,20 
1643,H,1981-1985,Travailleur independant,19-20,Non,6-10,2/mois,3-4 h ,Les 2,Non,Oui,2-5,11-15,20 
1645,H,1991-1995,Etudiant,13-14,Non,6-10,2/mois,7 h +,Les 2,Oui,Oui,2-5,4-6,20-50 
1646,F,1981-1985,Employe,10,Oui,21+,2/mois,5-6 h ,PJ,Oui,Oui,1,1,20 
1647,H,1976-1980,Employe,15-16,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 
1649,H,1991-1995,Etudiant,17-18,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,1,1,20-50 
1650,H,1986-1990,Etudiant,19-20,Oui,2-5,1/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,100-200 
1652,H,1966-1970,Employe,15-16,Oui,2-5,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,7-10,20-50 
1653,H,1986-1990,Cadre +,17-18,Non,6-10,3/an,3-4 h ,Les 2,Non,Oui,6-10,11-15,50-100 
1656,H,1981-1985,Employe,10,Oui,21+,1/semaine,7 h +,MJ,Non,Oui,16+,51+,500+ 
1659,H,1976-1980,En recherche d'emploi,11-12,Non,11-20,Je ne joue plus vraiment,3-4 h ,MJ,Non,Oui,6-10,51+,20 
1661,F,1991-1995,Cadre +,19-20,Non,11-20,1/semaine,3-4 h ,PJ,Oui,Oui,2-5,2 ou 3,20-50 
1663,H,1976-1980,Profession intermediaire,21-22,Oui,6-10,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,21-30,200-500 
1664,H,1971-1975,Cadre +,13-14,Oui,21+,1/an,Le week end,MJ,Non,Oui,11-15,51+,50-100 
1665,H,1966-1970,En recherche d'emploi,15-16,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,200-500 
1667,H,1976-1980,Travailleur independant,10,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,6-10,51+,200-500 
1670,H,1986-1990,Profession intermediaire,15-16,Non,2-5,Je ne joue plus vraiment,1-2 h ,PJ,Non,Non,0,0,0
1671,F,1986-1990,Employe,17-18,Non,2-5,3/an,5-6 h ,PJ,Non,Oui,2-5,2 ou 3,20-50 
1672,H,1976-1980,Agriculteur,13-14,Oui,21+,3/an,5-6 h ,Les 2,Oui,Oui,16+,51+,100-200 
1673,H,1976-1980,Cadre +,15-16,Oui,11-20,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,6-10,31-50,20 
1675,F,1991-1995,Employe,10,Oui,21+,1/semaine,Le week end,Les 2,Oui,Oui,6-10,31-50,500+ 
1677,H,1981-1985,Profession intermediaire,15-16,Oui,2-5,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,2-5,2 ou 3,20 
1678,H,1986-1990,Etudiant,10,Oui,6-10,Je ne joue plus vraiment,5-6 h ,PJ,Non,Oui,2-5,4-6,20 
1680,H,1986-1990,En recherche d'emploi,21-22,Oui,11-20,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
1684,H,1971-1975,Cadre +,15-16,Oui,2-5,3/an,3-4 h ,MJ,Non,Oui,2-5,4-6,20 
1686,H,1981-1985,Employe,11-12,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,31-50,500+ 
1687,H,1971-1975,Ouvrier,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,16+,51+,200-500 
1688,H,1981-1985,Employe,15-16,Non,11-20,3/an,7 h +,Les 2,Oui,Oui,2-5,16-20,20-50 
1689,H,1971-1975,Cadre +,15-16,Non,11-20,1/mois,3-4 h ,MJ,Oui,Oui,2-5,4-6,200-500 
1691,H,1981-1985,En recherche d'emploi,17-18,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,2-5,2 ou 3,20-50 
1693,H,1981-1985,Employe,25-30,Non,2-5,1/mois,5-6 h ,MJ,Non,Oui,2-5,4-6,50-100 
1695,H,1966-1970,Employe,15-16,Oui,11-20,2/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,200-500 
1697,H,1986-1990,Cadre +,11-12,Oui,21+,3/an,7 h +,Les 2,Oui,Oui,6-10,51+,200-500 
1699,H,1986-1990,En recherche d'emploi,17-18,Oui,2-5,1/semaine,1-2 h ,PJ,Non,Non,0,0,0
1700,H,1981-1985,Cadre +,10,Non,2-5,Je ne joue plus vraiment,7 h +,Les 2,Non,Oui,2-5,2 ou 3,20 
1701,F,1971-1975,En recherche d'emploi,11-12,Non,11-20,1/mois,5-6 h ,PJ,Oui,Oui,16+,51+,200-500 
1702,H,1971-1975,Employe,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,31-50,100-200 
1705,H,1981-1985,En recherche d'emploi,17-18,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,6-10,21-30,100-200 
1707,H,1961-1965,Employe,15-16,Oui,21+,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
1709,H,1976-1980,En recherche d'emploi,13-14,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,6-10,21-30,100-200 
1710,H,1971-1975,Cadre +,11-12,Non,11-20,3/an,3-4 h ,Les 2,Non,Oui,6-10,16-20,20 
1711,F,1996-2000,Etudiant,11-12,Oui,2-5,1/mois,1-2 h ,PJ,Non,Non,0,0,0
1713,H,1986-1990,Etudiant,11-12,Non,6-10,1/mois,7 h +,Les 2,Oui,Oui,2-5,11-15,200-500 
1716,H,1991-1995,Etudiant,19-20,Non,1,2/mois,1-2 h ,PJ,Non,Non,0,0,0
1717,F,1981-1985,Je ne souhaite pas repondre,25-30,Oui,2-5,1/mois,5-6 h ,PJ,Non,Non,0,0,0
1719,F,1986-1990,Etudiant,15-16,Non,6-10,1/mois,3-4 h ,Les 2,Oui,Oui,1,2 ou 3,20 
1722,H,1976-1980,Cadre +,15-16,Oui,6-10,1/semaine,5-6 h ,Les 2,Non,Oui,2-5,11-15,50-100 
1723,H,1971-1975,Ouvrier,11-12,Oui,21+,2/mois,5-6 h ,Les 2,Oui,Oui,16+,51+,50-100 
1726,H,1981-1985,Cadre +,11-12,Oui,11-20,1/semaine,3-4 h ,Les 2,Oui,Oui,2-5,11-15,20-50 
1729,F,1991-1995,Etudiant,15-16,Non,6-10,1/mois,7 h +,PJ,Oui,Non,0,0,0
1731,H,1976-1980,Profession intermediaire,15-16,Non,11-20,1/mois,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
1733,H,1976-1980,En recherche d'emploi,11-12,Oui,6-10,1/semaine,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
1734,H,1971-1975,Ouvrier,13-14,Oui,21+,1/semaine,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
1735,H,1971-1975,Travailleur independant,11-12,Oui,21+,1/mois,7 h +,Les 2,Oui,Oui,16+,51+,200-500 
1737,H,1971-1975,Cadre +,13-14,Oui,11-20,1/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,50-100 
1741,H,1991-1995,Etudiant,13-14,Non,2-5,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,21-30,100-200 
1742,H,1971-1975,Cadre +,15-16,Oui,21+,1/semaine,1-2 h ,Les 2,Non,Oui,16+,51+,200-500 
1744,H,1996-2000,Etudiant,15-16,Oui,6-10,1/semaine,7 h +,Les 2,Non,Oui,2-5,4-6,100-200 
1746,H,1981-1985,Travailleur independant,10,Oui,11-20,3/an,5-6 h ,MJ,Non,Oui,6-10,31-50,20 
1747,H,1991-1995,Etudiant,13-14,Oui,6-10,1/mois,3-4 h ,Les 2,Non,Oui,2-5,7-10,20-50 
1748,H,1991-1995,Employe,15-16,Oui,2-5,1/semaine,5-6 h ,Les 2,Oui,Non,0,0,0
1749,H,1996-2000,Etudiant,11-12,Oui,2-5,1/mois,3-4 h ,Les 2,Non,Oui,2-5,2 ou 3,50-100 
1750,H,1981-1985,Cadre +,10,Oui,11-20,3/an,5-6 h ,PJ,Non,Oui,6-10,51+,20 
1751,H,1981-1985,Employe,21-22,Oui,21+,1/semaine,5-6 h ,Les 2,Oui,Oui,16+,51+,500+ 
1755,H,1966-1970,Travailleur independant,17-18,Non,11-20,1/mois,7 h +,Les 2,Non,Oui,11-15,51+,500+ 
1759,H,1976-1980,Employe,15-16,Oui,21+,1/mois,5-6 h ,MJ,Oui,Oui,16+,51+,100-200 
1764,F,1971-1975,Cadre +,13-14,Non,21+,1/mois,5-6 h ,Les 2,Non,Oui,6-10,51+,50-100 
1766,H,1986-1990,Ouvrier,15-16,Oui,6-10,1/semaine,5-6 h ,Les 2,Oui,Oui,2-5,16-20,200-500 
1769,H,1976-1980,Travailleur independant,13-14,Non,21+,1/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,500+ 
1770,H,1971-1975,Cadre +,15-16,Oui,21+,2/mois,7 h +,Les 2,Oui,Oui,16+,51+,500+ 
1775,H,1991-1995,Etudiant,19-20,Non,2-5,3/an,3-4 h ,Les 2,Non,Non,0,0,0
1777,H,1991-1995,Etudiant,15-16,Oui,11-20,2/mois,3-4 h ,PJ,Non,Oui,1,1,20 
1780,H,1971-1975,Cadre +,11-12,Oui,11-20,1/mois,3-4 h ,Les 2,Non,Oui,11-15,51+,200-500 
1783,H,1976-1980,Profession intermediaire,13-14,Non,11-20,1/mois,3-4 h ,Les 2,Oui,Oui,16+,51+,200-500 
1785,H,1971-1975,Cadre +,17-18,Oui,6-10,2/mois,5-6 h ,Les 2,Non,Oui,2-5,16-20,20-50 
1786,H,1986-1990,Etudiant,11-12,Non,6-10,1/an,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
1788,H,1986-1990,Etudiant,11-12,Non,6-10,1/an,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20-50 
1789,H,1981-1985,Travailleur independant,17-18,Non,21+,2/mois,3-4 h ,Les 2,Non,Oui,6-10,31-50,100-200 
1791,H,1981-1985,Employe,17-18,Non,6-10,1/mois,5-6 h ,Les 2,Non,Oui,1,1,20 
1793,H,1971-1975,Cadre +,15-16,Non,11-20,1/mois,5-6 h ,Les 2,Non,Oui,2-5,51+,100-200 
1794,H,1971-1975,Cadre +,11-12,Non,2-5,3/an,7 h +,Les 2,Non,Oui,1,4-6,20 
1795,H,1991-1995,Etudiant,11-12,Oui,11-20,1/semaine,Le week end,Les 2,Non,Oui,2-5,7-10,500+ 
1798,H,1971-1975,Travailleur independant,11-12,Non,11-20,1/mois,3-4 h ,Les 2,Non,Oui,16+,51+,500+ 
1799,H,1971-1975,Cadre +,13-14,Non,21+,1/an,5-6 h ,Les 2,Non,Oui,16+,51+,20-50 
1800,H,1971-1975,Cadre +,11-12,Non,6-10,Je ne joue plus vraiment,3-4 h ,Les 2,Oui,Oui,2-5,4-6,20 
1802,H,1971-1975,Employe,13-14,Oui,21+,2/mois,5-6 h ,Les 2,Non,Oui,11-15,51+,500+ 
1805,F,1976-1980,Cadre +,10,Non,6-10,3/an,7 h +,Les 2,Oui,Oui,2-5,16-20,20-50 
1807,H,1971-1975,Employe,13-14,Oui,21+,1/an,5-6 h ,Les 2,Oui,Oui,2-5,11-15,20 
1812,H,1966-1970,Cadre +,13-14,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,31-50,20-50 
1813,H,1971-1975,Je ne souhaite pas repondre,15-16,Non,11-20,1/an,5-6 h ,MJ,Non,Oui,2-5,31-50,100-200 
1815,H,1976-1980,Ouvrier,11-12,Non,6-10,3/an,5-6 h ,PJ,Oui,Oui,16+,51+,500+ 
1816,H,1971-1975,Cadre +,10,Oui,21+,1/mois,5-6 h ,Les 2,Non,Oui,6-10,21-30,50-100 
1817,H,1981-1985,Ouvrier,17-18,Non,21+,2/mois,3-4 h ,Les 2,Non,Oui,1,7-10,20 
1818,F,1981-1985,Employe,11-12,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Non,0,0,0
1819,H,1976-1980,Cadre +,13-14,Non,21+,1/semaine,3-4 h ,Les 2,Non,Oui,6-10,51+,20-50 
1821,H,1976-1980,Cadre +,13-14,Non,6-10,1/mois,3-4 h ,PJ,Non,Oui,1,2 ou 3,20 
1822,F,1981-1985,Employe,25-30,Oui,6-10,3/an,5-6 h ,PJ,Oui,Non,0,0,0
1823,H,1966-1970,Travailleur independant,13-14,Oui,21+,Je ne joue plus vraiment,7 h +,Les 2,Oui,Oui,6-10,16-20,20 
1824,H,1976-1980,Travailleur independant,15-16,Oui,6-10,3/an,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 
1825,H,1981-1985,En recherche d'emploi,10,Non,11-20,1/mois,7 h +,MJ,Non,Oui,16+,51+,500+ 
1826,H,1971-1975,Je ne souhaite pas repondre,13-14,Oui,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,11-15,51+,100-200 
1827,H,1981-1985,Cadre +,15-16,Non,21+,1/semaine,1-2 h ,Les 2,Oui,Oui,2-5,51+,200-500 
1831,H,1976-1980,Cadre +,21-22,Non,6-10,3/an,7 h +,Les 2,Non,Oui,2-5,16-20,100-200 
1833,F,1976-1980,Employe,17-18,Oui,11-20,1/an,5-6 h ,PJ,Oui,Oui,1,1,20 
1834,F,1981-1985,Employe,19-20,Non,11-20,3/an,5-6 h ,PJ,Oui,Oui,1,1,20 
1835,F,1991-1995,Etudiant,19-20,Oui,2-5,1/mois,5-6 h ,PJ,Oui,Non,0,0,0
1836,H,1986-1990,En recherche d'emploi,23-24,Oui,6-10,1/semaine,3-4 h ,PJ,Non,Oui,1,1,20 
1837,H,1976-1980,Employe,13-14,Oui,2-5,1/mois,3-4 h ,PJ,Non,Oui,1,2 ou 3,20-50 
1838,H,1986-1990,En recherche d'emploi,15-16,Oui,21+,1/semaine,Le week end,Les 2,Oui,Oui,2-5,2 ou 3,50-100 
1839,H,1986-1990,Etudiant,13-14,Oui,21+,1/semaine,5-6 h ,Les 2,Non,Oui,6-10,16-20,50-100 
1840,H,1966-1970,Cadre +,17-18,Oui,21+,2/mois,5-6 h ,PJ,Oui,Oui,2-5,7-10,20 
1841,H,1991-1995,Profession intermediaire,11-12,Oui,21+,1/mois,5-6 h ,Les 2,Oui,Oui,11-15,31-50,50-100 
1843,H,1981-1985,Employe,15-16,Oui,6-10,2/mois,5-6 h ,Les 2,Oui,Oui,2-5,7-10,100-200 
1844,F,1981-1985,Employe,11-12,Oui,6-10,2/mois,3-4 h ,PJ,Non,Non,0,0,0
1846,H,1971-1975,Cadre +,17-18,Oui,6-10,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,2-5,4-6,20 
1847,H,1976-1980,Cadre +,13-14,Non,21+,3/an,5-6 h ,PJ,Non,Oui,2-5,7-10,20 
1848,H,1971-1975,Travailleur independant,15-16,Non,11-20,Je ne joue plus vraiment,5-6 h ,Les 2,Oui,Oui,6-10,31-50,20 
1849,H,1971-1975,Employe,15-16,Oui,11-20,1/mois,5-6 h ,PJ,Non,Oui,11-15,31-50,50-100 
